Depthm,T_degC,Salnty,O2ml_L,STheta,ChlorA,PO4uM,SiO3uM,NO3uM
125,10.47,33.35,4.37,25.587,0.07,1.39,13.9,16.1
300,7.53,34.003,2.76,26.564,,2.17,40.7,29.0
376,6.92,34.046,1.92,26.68,,2.44,52.5,33.9
388,7.81,34.2,1.22,26.679,,,,
100,14.26,33.406,5.85,24.905,,,,
75,13.72,33.085,6.08,24.768,,,,
270,8.7,34.221,0.61,26.56,,2.74,47.1,32.5
100,9.67,33.744,3.17,26.029,0.02,1.77,22.3,22.4
20,12.95,33.297,6.08,25.085,0.6,0.49,3.2,2.1
355,8.3,,0.75,,,2.7,,
40,10.98,33.593,3.76,25.685,1.75,1.57,18.3,18.3
50,15.15,33.89,4.06,25.086,,,,
20,18.17,33.301,5.49,23.932,0.12,0.26,1.1,0.0
148,8.6,34.0,2.3,26.4,,,,
30,13.43,33.516,5.81,25.159,0.63,0.79,10.0,6.9
10,11.1,33.716,,25.758,,,,
125,10.14,33.603,4.2,25.84,,1.39,,
2760,1.68,,2.68,,,,,
0,16.25,33.75,5.74,24.73,,,,
140,9.334,33.8124,2.985,26.1401,0.005,1.97,26.98,25.1
75,12.59,33.42,,25.252,,,,
10,17.5,33.48,5.78,24.231,,,,
200,8.41,34.007,2.97,26.436,,1.92,34.3,27.6
174,9.7,33.943,2.84,26.181,,1.7,28.6,24.2
100,12.42,33.573,4.75,25.404,,0.85,,
409,7.15,,0.61,,,,65.0,
100,12.62,33.53,,25.332,,,,
533,5.75,34.282,0.37,27.022,,3.17,83.2,42.7
157,8.98,33.844,2.77,26.219,,,,
100,10.91,33.333,5.41,25.496,0.1,0.77,7.4,7.0
500,6.52,34.241,0.12,26.892,,3.43,92.3,31.4
172,7.89,33.985,3.36,26.496,,1.99,33.4,26.1
72,11.42,33.36,5.08,25.425,,,,
30,15.74,33.62,5.91,24.747,,,,
176,11.14,34.52,0.45,26.381,,,,
20,15.23,33.409,5.89,24.697,0.29,0.32,2.3,0.0
150,12.02,,0.27,,,2.49,,
75,10.17,33.836,2.83,26.016,0.08,1.85,24.3,23.4
113,13.68,33.702,4.39,25.254,,,,
500,6.11,34.137,0.71,26.863,,2.64,,
554,7.94,34.56,0.13,26.946,,,,
50,11.28,33.255,,25.368,,,,
450,6.16,34.22,,26.921,,,,
296,9.1,34.357,0.91,26.604,,,,
40,14.64,33.21,,24.672,,,,
10,12.86,33.205,6.02,25.031,,,,
250,9.78,34.56,0.35,26.651,,,,
10,13.12,33.126,5.53,24.918,,,,
900,4.64,34.42,0.49,27.264,,,,
100,9.9,33.811,3.18,26.043,0.09,1.66,23.8,22.1
100,13.63,33.056,5.93,24.765,0.46,0.36,2.5,0.4
150,8.89,33.817,3.53,26.212,,,,
389,7.46,34.22,1.36,26.746,,,,
1,15.59,32.669,5.91,24.047,0.13,0.29,3.0,0.1
100,11.188,33.1672,4.906,25.31979,0.139,1.07,9.5,11.4
59,17.38,33.84,,24.537,,,,
125,8.96,33.795,3.37,26.183,,2.19,,
165,8.84,33.84,3.49,26.238,,,,
157,10.37,34.39,,26.416,,,,
30,18.23,33.439,,24.023,,,,
150,8.9,33.926,3.1,26.296,,1.88,30.2,25.2
75,11.36,33.584,4.09,25.61,0.43,1.3,13.7,14.6
212,8.26,34.03,2.32,26.477,,,,
319,6.86,34.186,0.91,26.8,,2.77,60.7,36.8
26,16.07,,4.8,,,0.58,,
20,14.19,33.365,5.69,24.885,0.56,0.54,4.1,2.1
50,17.11,33.46,,24.31,,,,
50,13.78,34.279,,25.678,,,,
474,6.62,34.237,0.2,26.875,,3.44,85.6,33.5
500,,,,,,,,
20,13.86,33.217,6.05,24.84,,,,
380,7.638,34.2546,0.71,26.75264,,2.88,55.81,35.33
70,12.11,33.472,4.84,25.384,0.48,1.1,11.5,10.4
185,8.91,33.938,2.85,26.304,,1.89,31.7,26.6
571,5.49,34.289,0.33,27.06,,3.23,,40.3
30,16.91,34.161,5.5,24.894,,0.48,4.0,
270,7.654,34.1336,1.204,26.652,,2.72,50.79,34.5
35,15.07,33.309,5.98,24.655,0.66,0.43,4.1,2.2
150,10.51,33.904,3.03,26.012,,,,
171,8.703,33.9989,2.106,26.38681,0.009,2.2,35.35,28.8
30,19.79,35.274,4.28,25.029,,,,
300,8.31,34.26,,26.651,,,,
78,9.46,,,,,,,
176,9.86,33.919,3.27,26.135,,,,
475,6.69,,0.7,,,2.79,,
275,7.86,34.011,,26.522,,,,
247,7.57,34.107,1.94,26.639,,2.47,47.7,32.1
48,14.17,33.44,5.89,24.948,,,,
14,14.56,33.275,5.79,24.738,0.8,0.37,4.1,0.4
31,15.47,33.396,5.91,24.634,0.17,0.34,2.4,0.1
125,10.25,33.5,,25.741,,,,
250,8.76,34.056,2.68,26.421,,2.13,34.9,26.9
125,8.91,33.945,2.87,26.309,0.0,1.95,29.6,25.9
85,10.163,33.5111,3.662,25.76562,0.059,1.55,18.84,18.99
138,10.38,33.8,2.92,25.953,,,,
200,8.43,33.923,3.43,26.367,0.0,1.81,30.5,25.5
69,13.07,33.282,5.75,25.051,0.32,0.48,2.9,1.7
513,5.86,34.32,0.28,27.039,,,,
200,8.96,34.131,1.61,26.448,,,,
30,14.03,33.383,5.89,24.933,0.53,0.36,2.6,0.4
440,5.97,34.221,0.42,26.946,,3.14,77.2,42.5
10,16.91,33.266,5.78,24.206,0.18,0.35,1.6,0.0
382,6.384,34.1708,0.689,26.85721,,2.91,65.64,38.2
250,8.38,34.114,2.79,26.525,,,,
250,7.51,34.043,2.43,26.597,,2.25,43.7,30.9
0,15.19,33.7,,24.929,,,,
1100,4.21,34.549,0.47,27.415,,,,
20,15.8,33.824,5.4,24.89,,,,
400,6.15,34.16,,26.875,,,,
99,11.21,33.551,4.09,25.612,0.08,1.28,13.1,14.8
118,10.75,33.544,4.21,25.689,0.08,1.32,14.9,16.0
139,9.31,34.11,1.74,26.374,0.01,2.29,34.4,28.1
293,8.01,34.14,2.52,26.602,,2.44,,
200,8.5,33.898,3.08,26.337,,1.98,30.8,25.8
400,7.09,34.257,0.36,26.827,,,,
125,10.39,33.581,4.15,25.781,0.02,1.36,14.8,16.1
11,24.94,34.471,4.93,22.962,,0.36,1.0,0.0
75,10.97,33.363,4.83,25.508,,,,
30,16.64,33.355,5.74,24.338,,,,
30,16.36,33.534,5.78,24.54,0.11,0.37,2.6,0.2
350,8.14,34.38,,26.772,,,,
125,9.54,33.851,2.78,26.134,,,,
20,17.86,33.63,,24.259,,,,
1100,3.89,34.521,0.52,27.425,,,,
2,15.64,33.479,5.77,24.66,0.28,0.3,3.5,0.1
200,8.98,33.969,,26.318,,,,
579,6.47,34.459,0.16,27.072,,2.87,63.0,
50,14.16,33.548,5.4,25.034,,,,
0,15.41,33.107,5.82,24.424,0.06,0.28,2.2,0.0
432,6.2,34.156,0.84,26.865,,,,
150,9.02,33.866,2.98,26.23,0.0,1.91,27.6,25.4
119,9.7,33.843,3.05,26.101,0.02,1.86,25.5,23.6
350,7.03,34.107,,26.716,,,,
0,18.9,33.77,5.32,24.108,,0.42,,
27,18.64,32.72,5.28,23.372,,,,
650,5.31,34.36,,27.138,,,,
25,13.76,32.883,6.08,24.602,0.24,0.33,2.2,0.0
103,11.0,33.581,4.06,25.673,0.05,1.29,15.1,15.8
200,9.82,34.446,0.81,26.554,,,,
96,10.54,33.43,4.15,25.636,0.04,1.36,16.5,16.8
401,7.98,34.49,0.19,26.883,,,,
11,13.2,33.429,6.02,25.137,,0.5,4.0,
200,8.75,33.94,,26.331,,,,
514,6.29,34.306,0.35,26.973,,3.08,74.7,39.2
150,9.57,33.711,3.82,26.02,,,,
437,6.36,34.246,0.57,26.916,,3.04,72.2,38.8
400,7.03,34.186,1.02,26.779,,2.85,60.9,35.8
130,12.39,33.92,2.68,25.68,,1.57,17.0,16.6
250,7.94,34.099,,26.579,,,,
104,10.45,33.663,3.67,25.834,,,,
80,17.468,33.5795,5.553,24.32048,0.093,0.24,1.9,0.0
0,14.35,33.57,5.9,25.01,1.42,0.4,1.7,0.5
283,8.37,34.27,,26.65,,,,
0,13.59,33.5,5.87,25.11,2.12,0.42,5.1,1.4
500,6.52,34.306,0.4,26.943,,,,
300,9.89,34.636,0.24,26.693,,,,
300,6.94,,,,,,,
128,9.26,33.59,4.2,25.975,,,,
483,5.58,34.155,,26.942,,,,
200,8.26,34.058,2.18,26.499,,2.24,40.2,29.3
48,14.01,33.148,6.02,24.756,0.42,0.39,2.4,0.1
283,7.58,34.076,2.13,26.614,,2.34,46.1,31.5
800,4.31,34.424,0.31,27.302,,,,
10,13.92,33.36,6.13,24.938,,,,
20,15.69,33.09,,24.35,,,,
700,4.31,34.262,,27.172,,,,
50,11.45,33.489,4.92,25.519,,0.81,9.0,7.5
615,6.84,34.6,0.14,27.134,,,,
170,9.01,34.0,,26.337,,,,
50,13.95,33.625,5.57,25.137,,0.65,6.0,
200,9.5,34.062,1.84,26.307,,2.21,32.5,27.4
30,15.47,33.165,5.77,24.457,0.1,0.31,1.9,0.0
229,9.38,34.31,2.01,26.521,,2.75,,
24,13.71,32.764,,24.519,,,,
120,9.86,34.007,2.01,26.203,0.01,2.15,30.1,26.6
125,9.22,33.753,3.4,26.109,,,,
54,13.74,33.063,,,,,,
92,12.9,33.354,5.64,25.141,,0.71,4.0,
100,10.78,33.022,,25.277,,,,
384,6.3,34.102,1.22,26.809,,2.8,66.0,37.6
200,8.63,34.001,2.47,26.397,0.0,2.11,33.2,28.1
10,21.38,33.642,5.4,23.359,,,,
1,17.92,33.232,5.63,23.939,0.06,0.33,3.0,0.0
101,9.66,33.77,,26.051,,,,
21,13.97,33.522,6.07,25.053,2.9,0.49,5.2,2.6
23,15.99,33.65,,24.713,,,,
200,8.49,34.03,2.41,26.442,,,,
465,5.58,,0.91,,,3.01,76.3,40.4
125,7.99,33.182,4.98,25.85,,,,
75,9.87,33.91,,26.125,,,,
2,26.2,34.42,3.91,22.536,,0.15,1.0,0.2
49,18.89,33.8,5.39,24.135,,,,
0,13.42,,6.01,,,,,
199,9.63,34.069,2.37,26.291,0.0,2.07,31.2,26.0
0,17.77,35.547,5.76,25.749,18.62,1.58,26.0,
206,8.62,34.02,2.59,26.414,,,,
30,12.51,33.562,5.25,25.376,0.85,1.07,7.0,10.2
112,12.331,33.2575,5.352,25.1794,0.129,0.72,6.14,6.0
300,10.07,34.636,,26.662,,,,
200,8.766,33.8525,3.296,26.26328,0.004,,,
200,8.24,33.927,2.54,26.399,,2.19,,
329,8.23,34.268,1.01,26.67,,2.72,50.3,32.8
9,13.902,33.4803,,25.035,,,,
6,15.42,33.555,5.58,24.767,,,,
150,8.74,33.73,3.6,26.167,0.01,,27.5,
20,16.93,32.97,5.56,23.975,,0.57,,
399,7.07,34.09,1.36,26.698,,,,
125,9.17,33.985,2.86,26.299,,,,
152,9.87,33.99,3.06,26.188,,,,
100,15.88,34.08,,25.072,,,,
347,7.67,34.239,0.98,26.73,,2.77,54.4,34.0
0,21.65,33.99,,23.549,,,,
49,12.29,33.621,5.79,25.465,0.47,0.89,9.0,8.2
20,18.23,33.16,5.53,23.809,0.08,0.32,3.0,0.1
47,10.22,33.58,3.78,25.807,,1.69,,
100,9.93,32.97,,25.381,,,,
90,13.26,33.418,5.17,25.119,0.3,0.33,5.0,0.3
700,5.33,34.54,0.29,27.279,,,,
84,10.54,33.545,3.69,25.726,0.13,1.55,16.6,18.8
395,6.63,34.164,1.08,26.815,,2.68,50.0,
6,13.15,32.556,6.25,24.471,0.19,0.45,1.9,0.1
438,6.03,34.23,0.58,26.945,,3.09,76.0,39.8
40,15.63,33.579,5.13,24.74,0.22,,4.0,4.0
120,10.35,33.882,2.382,26.02449,0.046,2.0,25.63,23.5
318,7.37,34.219,0.96,26.756,,2.81,56.9,35.0
99,12.09,33.186,5.41,25.167,0.18,0.81,5.3,6.4
700,5.32,34.4,,27.169,,,,
34,17.51,34.05,5.25,24.666,,,,
211,7.71,34.016,2.54,26.547,0.01,2.2,41.8,30.0
141,10.09,33.309,4.71,25.62,0.05,1.27,12.7,14.5
400,8.74,34.559,0.25,26.821,,,,
173,8.9,33.583,4.08,26.028,0.01,1.62,21.5,20.3
100,15.293,33.6515,5.661,24.87584,0.235,0.28,2.85,0.0
65,13.67,33.57,5.88,25.153,,,,
100,15.15,33.892,5.71,25.089,0.24,0.22,3.0,0.0
400,6.7,34.129,1.3,26.779,,2.79,60.9,37.0
150,9.38,33.932,2.91,26.224,,1.8,28.8,24.7
150,9.63,33.228,4.84,25.633,,,,
50,16.65,33.544,5.94,24.482,,,,
0,15.34,,5.18,,,0.56,,
125,10.33,33.368,4.4,25.625,0.04,1.66,19.6,21.1
289,7.69,34.01,2.2,26.546,,,,
150,9.99,34.195,2.65,26.328,,,,
10,14.59,33.68,5.36,25.044,,0.44,,
564,5.38,34.244,0.36,27.037,,3.27,88.3,42.5
200,8.39,34.12,,26.527,,,,
500,5.72,34.24,0.53,26.992,,,,
125,10.96,34.315,1.42,26.252,,2.65,,
500,5.45,34.199,0.4,26.993,,,,
10,20.6,33.797,5.34,23.688,,,,
65,13.01,33.56,4.38,25.278,,,,
500,7.24,34.469,0.16,26.974,,3.09,58.3,
10,15.342,33.4667,6.181,24.71673,0.554,0.28,0.21,0.0
524,5.57,34.23,0.53,27.003,,,,
600,6.07,34.39,,27.069,,,,
179,9.73,33.65,4.26,25.947,0.01,1.42,17.5,17.3
71,16.71,34.04,4.28,24.849,,,,
1000,3.5,34.366,0.37,27.339,,3.28,,
257,8.44,34.0,3.17,26.427,,1.89,33.7,26.2
75,14.34,33.408,5.74,24.889,,,,
804,4.55,34.436,0.3,27.286,,,,
10,14.47,33.46,,24.9,,,,
30,15.85,33.47,6.28,24.607,,,,
10,17.07,34.248,4.49,24.922,,,,
518,5.86,34.305,,27.027,,,,
300,7.12,34.137,1.5,26.727,,,,
1000,4.2,34.475,0.55,27.356,,3.3,116.5,
48,,33.4,4.42,,,,,
600,5.31,,,,,,,
358,6.3,,0.97,,,,,
500,6.92,34.33,,26.909,,,,
32,14.82,33.144,5.91,24.582,0.65,0.42,1.8,0.1
300,7.63,34.195,1.06,26.7,,,,
2,15.15,33.25,5.97,24.591,0.28,0.34,2.3,0.0
250,8.16,33.98,,26.453,,,,
300,7.56,34.204,1.22,26.717,,2.93,55.0,
75,10.28,33.49,,25.727,,,,
16,11.56,33.64,,25.616,,,,
391,7.77,34.226,1.11,26.706,,2.66,53.0,33.8
20,17.27,33.465,5.67,24.274,0.18,0.36,1.9,0.2
20,16.18,32.949,6.0,24.131,0.05,0.31,1.8,0.1
306,7.29,34.095,1.84,26.67,,2.57,51.1,33.7
500,6.21,34.34,0.35,27.01,,3.0,,
30,14.01,33.456,5.96,24.992,,,,
75,10.0,33.796,3.08,26.014,,1.69,25.3,22.1
100,10.4,33.774,3.18,25.929,0.11,1.66,22.3,20.5
20,19.224,33.612,5.414,23.9072,0.157,0.29,2.16,0.0
500,5.93,34.275,0.73,26.994,,,,
39,15.27,33.281,5.98,24.59,0.0,0.21,2.0,0.0
30,17.01,33.49,,24.355,,,,
500,6.01,34.141,0.52,26.878,,2.88,,
0,15.69,33.43,5.19,24.611,,,,
104,7.46,33.3,4.54,26.018,,1.97,,
574,5.01,34.217,0.46,27.059,,3.27,94.3,42.7
15,17.38,33.66,5.53,24.397,0.12,0.24,1.3,0.0
125,9.54,33.885,2.51,26.161,0.01,2.03,29.1,25.3
641,5.04,34.263,0.27,27.092,,,,
30,12.18,33.56,5.24,25.438,,1.07,13.0,8.7
103,13.71,33.62,5.55,25.184,,0.61,,
77,14.91,33.336,5.67,24.712,0.21,0.32,2.3,0.5
439,6.84,34.208,0.74,26.823,,2.99,64.8,37.5
100,9.79,33.971,2.77,26.186,,,,
50,10.04,33.689,4.27,25.923,,,,
75,13.12,33.413,5.76,25.142,,,,
125,9.58,33.84,,26.119,,,,
400,8.11,34.422,0.51,26.81,,2.89,56.6,
300,7.36,34.271,0.79,26.79,,2.93,59.0,35.9
19,16.02,33.64,5.64,24.699,,,,
198,7.85,34.052,2.26,26.555,0.03,2.31,41.9,30.8
53,13.47,33.454,5.12,25.103,0.23,0.9,7.0,4.9
900,3.82,34.403,,27.336,,,,
373,8.82,34.506,0.22,26.767,,2.99,53.0,31.4
60,11.5,32.85,,25.013,,,,
236,8.51,33.962,3.14,26.386,,1.88,31.5,25.9
200,9.65,34.239,1.44,26.421,0.02,2.37,37.8,28.6
50,12.85,33.415,,25.197,,,,
10,18.61,33.174,5.45,23.725,0.15,0.29,0.9,0.1
85,10.77,33.279,5.37,25.478,0.14,1.23,9.3,13.5
65,16.02,33.75,5.34,24.785,,,,
60,10.25,33.725,3.38,25.916,0.16,1.61,20.4,20.6
230,9.114,34.1991,1.357,26.48114,,2.5,39.2,29.6
171,9.01,33.989,2.55,26.328,0.0,2.07,32.1,27.3
266,8.34,34.134,1.88,26.547,,2.4,41.5,30.2
1800,2.31,34.604,1.58,27.639,,3.06,165.5,42.0
48,25.67,34.57,4.64,22.816,,,,
379,6.77,34.106,1.16,26.751,,2.74,60.1,36.5
125,10.17,34.069,2.75,26.199,0.02,1.86,27.1,23.4
200,9.2,34.075,2.09,26.366,,,,
30,13.07,33.209,5.74,24.993,1.07,0.76,3.7,5.3
50,12.93,,5.96,,,,,
20,15.85,33.551,5.98,24.669,,,,
125,13.59,34.591,0.59,25.96,,,,
6,18.69,33.578,6.26,24.014,1.21,0.26,3.0,0.1
30,14.58,33.455,5.66,24.873,,,,
250,8.26,34.03,3.24,26.47,,1.91,34.0,26.2
102,10.94,33.48,4.25,25.605,,,,
200,8.6,34.083,2.11,26.466,,2.28,39.7,29.2
10,19.11,33.484,5.37,23.837,0.1,0.23,2.5,0.0
195,8.44,33.887,2.76,26.337,,,,
700,4.84,34.279,0.38,27.128,,,,
91,11.6,33.529,4.36,25.524,,,,
25,17.04,33.069,5.73,24.025,0.19,0.39,2.5,0.1
0,13.99,33.486,6.09,25.02,0.91,0.48,4.3,1.4
43,13.14,33.26,6.3,25.019,,,,
2991,1.7,34.69,2.77,27.763,,,,
1000,3.33,34.42,,27.398,,,,
125,10.234,33.7525,2.837,25.94351,0.113,1.88,24.05,22.4
70,11.5,33.291,4.87,25.357,0.1,,,
780,4.46,,,,,,,
175,8.43,34.082,,26.491,,,,
400,6.91,34.11,,26.735,,,,
30,16.71,33.331,5.66,24.303,0.11,0.36,1.1,0.0
0,17.73,33.5,,24.19,,,,
125,9.81,33.727,3.52,25.993,0.02,1.66,22.4,21.2
1,15.84,33.558,6.02,24.676,0.23,0.28,2.4,0.0
10,16.58,33.469,6.36,24.439,0.41,0.31,1.7,0.1
31,14.51,33.151,5.85,24.653,0.59,0.24,1.3,0.2
164,9.02,33.6,3.96,26.022,,,,
204,10.34,34.229,1.83,26.296,,,,
381,6.977,34.2177,0.591,26.81572,,2.89,62.58,36.6
600,5.89,34.252,0.39,26.982,,,,
21,11.64,33.53,4.86,25.516,,1.24,,
1166,3.46,,0.81,,,3.14,,
0,15.78,33.556,7.03,24.688,1.64,0.25,4.9,0.0
80,10.68,33.539,4.14,25.697,,,,
141,9.708,34.0004,2.075,26.22603,0.024,2.18,30.71,26.3
125,11.96,33.58,4.88,25.497,,,,
1400,3.17,34.603,1.03,27.562,,,,
20,12.24,33.558,5.54,25.425,,,,
127,12.29,33.94,,25.714,,,,
500,7.24,34.525,0.19,27.018,,,,
23,14.16,33.242,5.88,24.797,0.46,0.4,3.1,0.3
229,8.03,34.0,2.91,26.488,,2.05,37.2,28.3
150,11.59,33.781,3.73,25.723,,,,
1,16.5,33.49,5.44,24.473,,,,
87,10.43,33.668,3.69,25.841,0.05,1.5,19.1,18.6
900,4.37,34.51,0.47,27.365,,,,
200,8.93,34.119,1.79,26.443,,2.25,36.7,29.1
10,13.96,33.68,,25.176,,,,
20,18.26,33.91,,24.375,,,,
390,6.32,34.157,0.86,26.85,,2.79,67.0,39.1
200,9.07,34.175,1.67,26.465,,2.35,36.2,29.0
800,4.22,,0.43,,,,,
94,11.36,33.19,5.23,25.304,,,,
70,10.2,33.781,3.5,25.968,,,,
30,13.68,33.482,,25.082,,,,
30,23.09,35.071,5.02,23.965,,0.4,,
311,7.88,34.33,0.97,26.77,,,,
50,10.93,33.754,4.84,25.819,,,,
516,5.74,34.197,0.53,26.956,,3.14,80.5,40.8
86,9.67,33.766,3.25,26.045,0.04,1.73,23.5,22.6
415,7.8,34.48,0.26,26.901,,,,
150,8.8,33.326,4.5,25.841,,,,
250,8.19,33.983,2.19,26.451,,1.91,35.4,25.7
24,12.5,32.553,,24.595,,,,
10,20.05,33.73,,23.782,,,,
400,7.22,34.293,0.57,26.837,,2.95,60.3,36.8
51,14.42,33.214,6.01,24.722,0.24,0.37,2.9,0.0
20,15.68,33.34,5.88,24.544,1.14,0.29,3.4,0.0
74,10.08,33.811,3.13,26.012,0.03,1.78,23.5,21.5
300,7.11,34.215,,26.789,,,,
1300,3.21,34.532,0.86,27.501,,,,
215,8.64,34.111,2.38,26.482,0.01,2.2,37.6,27.9
300,9.34,34.453,0.5,26.641,,,,
10,16.9,32.877,5.71,23.91,,0.66,,
32,15.61,33.65,,24.799,,,,
405,5.9,34.135,1.1,26.886,,,,
10,26.19,35.39,4.62,23.271,,,,
250,9.03,33.977,4.92,26.317,,,,
125,11.67,33.176,5.62,25.237,0.24,0.58,7.6,3.9
400,7.39,34.29,,26.811,,,,
400,6.67,34.239,0.57,26.869,,3.1,72.8,37.7
27,9.08,33.55,4.57,25.971,,,,
205,9.08,33.786,3.57,26.159,,1.7,25.4,22.7
0,15.18,33.17,,24.52,,,,
236,8.04,34.15,2.06,26.604,,,,
166,8.56,34.047,2.35,26.444,0.03,2.06,38.0,27.2
40,14.67,33.58,,24.95,,,,
729,4.33,34.16,0.29,27.089,,,,
100,10.79,33.086,5.1,25.325,0.25,1.16,9.7,12.5
30,13.99,33.291,4.83,24.87,0.37,0.61,7.5,3.6
75,14.58,32.99,5.18,24.516,,,,
131,9.35,33.842,3.21,26.158,0.0,1.73,27.4,23.6
600,5.64,34.453,0.31,27.172,,,,
10,16.24,33.147,5.81,24.27,0.28,0.31,2.0,0.5
6,14.8,33.414,7.02,24.793,4.65,0.2,0.3,0.1
30,15.23,32.958,5.09,24.35,,,,
65,16.68,33.84,5.56,24.702,,,,
29,,35.08,4.94,,,,,
100,9.34,33.298,4.34,25.734,,,,
183,9.2,33.814,4.18,26.161,0.01,1.49,21.5,19.7
58,12.32,32.87,6.34,24.877,,,,
45,11.89,33.532,4.0,25.471,,,,
20,19.46,33.357,5.68,23.651,0.14,0.34,0.2,0.3
200,8.77,34.067,1.92,26.427,,,,
237,8.46,34.04,1.3,26.455,,,,
11,16.03,32.85,5.79,24.089,,,2.0,0.1
125,9.91,33.708,3.64,25.961,,,,
230,9.21,33.847,3.65,26.186,,1.67,25.0,21.0
50,16.45,33.656,5.51,24.614,,,,
27,16.45,33.5,5.71,24.493,0.06,0.34,1.9,0.1
51,11.3,33.432,4.67,25.502,1.96,1.25,10.4,12.8
1000,4.2,34.56,,27.423,,,,
75,9.9,33.687,,25.945,,,,
75,13.09,33.259,6.02,25.029,0.42,0.46,2.5,0.5
11,10.76,33.584,5.89,25.716,2.17,1.26,15.8,13.8
99,9.4,33.68,3.83,26.023,,,,
250,7.5,34.243,0.78,26.756,,,,
32,18.3,33.472,5.21,24.031,,,,
75,9.87,33.845,2.89,26.074,,,,
600,4.15,34.155,0.64,27.103,,3.62,,
295,6.88,34.14,1.4,26.762,,,,
909,4.24,34.34,0.49,27.244,,,,
70,10.76,33.6,3.34,25.73,,,,
150,9.23,33.806,3.1,26.149,0.02,1.92,26.0,24.9
486,5.26,,,,,,,
185,8.68,33.873,2.95,26.289,0.01,1.94,30.5,26.1
150,11.76,33.632,5.06,25.576,,,,
196,8.75,33.86,2.88,26.268,,,,
400,6.95,34.293,,26.874,,,,
300,7.87,34.2,,26.669,,,,
100,13.39,33.526,5.58,25.177,,0.56,,
50,15.98,33.332,5.72,24.472,0.18,0.32,2.8,0.0
40,14.01,33.426,5.91,24.971,0.37,0.37,2.6,0.4
125,9.53,33.793,3.61,26.09,,,,
325,6.64,34.058,,26.729,,,,
10,18.83,33.663,5.67,24.044,0.25,0.37,1.9,0.1
20,12.39,33.535,6.26,25.378,0.66,0.81,2.5,5.8
10,20.56,,5.21,,,,,
381,6.65,34.204,0.67,26.844,,2.96,66.1,38.5
30,16.77,33.401,5.62,24.343,0.18,,,
450,7.0,34.353,,26.915,,,,
10,9.35,33.91,3.88,26.209,,,,
524,5.42,34.189,0.69,26.988,,3.25,85.0,40.3
2,17.51,33.35,5.41,24.128,,,,
281,7.58,34.143,1.56,26.666,,2.56,51.4,33.6
200,8.58,33.97,2.94,26.381,,1.93,35.0,27.8
145,11.74,33.836,3.44,25.738,,,,
21,11.18,33.51,5.39,25.584,,0.83,,
75,12.02,33.801,3.65,25.656,0.08,1.0,15.0,13.9
77,12.6,,,,,,,
519,7.67,34.521,0.1,26.954,,3.04,65.0,34.3
239,8.21,34.02,2.68,26.477,,,,
200,8.07,34.06,,26.528,,,,
125,9.49,33.439,4.53,25.82,0.03,1.41,16.6,17.0
616,5.52,34.37,0.35,27.121,,,,
440,7.503,34.2932,0.531,26.80395,,2.88,58.28,35.1
55,13.86,33.9,2.75,25.368,,,,
125,11.6,33.497,4.82,25.5,,,,
11,15.49,33.228,5.87,24.5,0.15,0.39,0.5,0.0
125,10.56,33.682,3.44,25.83,,,,
11,17.54,33.579,5.78,24.297,,0.32,5.0,
400,7.71,34.369,0.57,26.827,,,,
500,6.39,34.308,0.34,26.962,,3.14,74.8,39.5
75,13.93,33.01,,24.667,,,,
900,4.32,34.467,,27.336,,,,
20,16.17,33.618,5.7,24.648,0.11,0.28,2.8,0.1
500,6.1,34.252,0.71,26.955,,,,
20,14.09,33.674,5.89,25.145,,0.51,2.0,0.5
150,8.87,33.726,3.28,26.144,,,,
400,6.44,34.065,1.63,26.762,,2.57,60.6,36.1
331,7.45,34.124,1.72,26.671,,2.57,51.3,32.9
200,11.76,34.813,0.88,26.495,,,,
420,7.4,34.33,0.58,26.841,,2.99,,
1100,3.16,34.471,0.64,27.455,,,,
300,7.36,34.207,1.02,26.748,,2.8,57.0,34.7
95,10.84,33.75,3.08,25.833,,,,
42,14.0,33.267,5.66,24.85,0.47,0.5,3.5,2.0
20,10.736,33.7017,2.604,25.81268,0.825,1.86,24.09,23.6
86,10.07,33.81,3.04,26.013,0.1,1.85,25.3,22.4
20,,,,,,,,
900,4.06,,0.56,,,3.56,,
1,18.15,33.546,5.65,24.123,0.26,0.25,0.8,0.0
20,17.59,33.056,5.61,23.885,0.06,0.37,1.9,0.0
30,13.19,33.174,5.68,24.942,2.51,0.54,3.7,2.6
24,12.69,32.762,,24.721,,,,
10,,33.26,5.86,,,,,
10,18.53,33.393,5.48,23.913,0.12,0.21,2.0,0.1
98,9.76,33.8,2.78,26.057,,,,
600,6.75,34.51,,27.075,,,,
10,13.88,33.062,6.13,24.715,0.3,0.33,2.4,0.3
0,16.7,33.975,6.06,24.799,,0.52,9.0,
400,6.82,34.255,0.45,26.862,,,,
30,13.07,33.631,,25.318,,,,
700,4.87,34.248,,27.1,,,,
0,16.83,33.585,5.65,24.469,0.06,0.36,3.7,0.1
132,8.88,33.87,2.77,26.255,,2.06,,
250,11.12,34.756,0.14,26.57,,,,
30,11.96,33.258,5.36,25.245,,,,
0,14.01,33.53,,25.05,,,,
50,14.48,33.511,6.18,24.938,,,,
333,7.59,34.178,1.39,26.693,,2.64,52.4,33.0
100,12.39,33.411,5.45,25.284,,,,
250,8.74,34.039,1.56,26.411,,,,
22,16.3,33.46,5.44,24.497,,0.35,,
